,Sandusky bayside water intake,Sandusky bayside water intake,Sandusky bayside water intake,Sandusky bayside water intake,Sandusky bayside water intake,Sandusky bayside water intake,Sandusky bayside water intake,Sandusky bayside water intake,Sandusky bayside water intake,Sandusky bayside water intake,Sandusky bayside water intake
Time (America/Detroit),Temperature,Sp Cond,pH,Turbidity,BGA-Phycocyanin RFU,BGA-PC RAW,Chlorophyll,Chlorophyll RFU,ODOSat,ODO,Battery
,C,uS/cm,,NTU,RFU,,ug/L,RFU,%,mg/L,V
11/1/15 7:00,9.63,238,8.45,25.4,3.2,3.12,1.6,0.4,96,10.92,12.8
11/1/15 6:45,9.63,226,8.46,11.39,3.1,3.01,1.3,0.3,96.4,10.97,12.8
11/1/15 6:30,9.65,226,8.42,19.89,3.2,3.05,3.9,1,94.4,10.74,12.8
11/1/15 6:15,9.66,215,8.44,19.53,3.2,3.1,2.9,0.7,96.1,10.94,12.8
11/1/15 6:00,9.65,195,8.43,24.66,3.2,3.07,4.3,1.1,95.3,10.84,12.8
11/1/15 5:45,9.74,185,8.46,100.34,3.2,3.08,3.4,0.9,96.5,10.96,12.8
11/1/15 5:30,9.65,229,8.48,35.77,3.3,3.18,4.7,1.2,96.4,10.96,12.8
11/1/15 5:15,9.62,237,8.47,23.37,3.4,3.25,15.4,3.8,95.7,10.9,12.8
11/1/15 5:00,9.61,251,8.48,30.07,3.3,3.14,12.1,3,95.9,10.92,12.9
11/1/15 4:45,9.62,280,8.43,24.89,3,2.88,13.8,3.4,93.8,10.68,12.8
11/1/15 4:30,9.61,286,8.48,25.09,3.1,3.03,11.2,2.8,96.2,10.95,12.8
11/1/15 4:15,9.61,290,8.48,26.14,3.1,2.96,11.1,2.8,96.7,11,12.8
11/1/15 4:00,9.57,291,8.5,27.05,3.1,2.99,12.1,3,97.3,11.09,12.9
11/1/15 3:45,9.54,292,8.5,29.22,3.2,3.11,16.6,4.1,97,11.06,12.8
11/1/15 3:30,9.54,291,8.49,27.08,3.2,3.11,12.5,3.1,96.7,11.02,12.8
11/1/15 3:15,9.53,288,8.49,27.86,3.1,3.02,12.1,3,96.7,11.03,12.8
11/1/15 3:00,9.52,291,8.47,24.9,3,2.94,8.5,2.1,96,10.95,12.9
11/1/15 2:45,9.52,290,8.5,29.58,3.1,3.01,9.7,2.4,97,11.07,12.8
11/1/15 2:30,9.52,295,8.47,31.44,3,2.93,11.4,2.8,96.1,10.96,12.9
11/1/15 2:15,9.52,295,8.49,27.21,3,2.9,11.6,2.9,97.1,11.07,12.9
11/1/15 2:00,9.51,294,8.5,29.38,3,2.9,10.9,2.7,97.5,11.13,12.9
11/1/15 1:45,9.51,296,8.5,29.97,3,2.91,13.1,3.2,97.3,11.1,12.9
11/1/15 1:30,9.5,296,8.5,30.81,3,2.93,15.9,3.9,97.6,11.14,12.9
11/1/15 1:15,9.5,297,8.49,28.39,3,2.86,10.1,2.5,97.1,11.09,12.9
11/1/15 1:00,9.49,297,8.5,29.31,3,2.87,11.4,2.8,98,11.19,12.9
11/1/15 0:45,9.5,297,8.49,33.81,3,2.87,10.2,2.5,97.6,11.15,12.9
11/1/15 0:30,9.48,297,8.51,31.24,3,2.94,12.4,3.1,98.6,11.26,12.9
11/1/15 0:15,9.5,299,8.49,33.48,3,2.92,14.2,3.5,97.9,11.17,12.9
11/1/15 0:00,9.49,300,8.48,36.21,3,2.94,11.7,2.9,97.1,11.08,13
10/31/15 23:45,9.48,300,8.49,40.46,3.1,2.97,12,3,97.4,11.12,13
10/31/15 23:30,9.46,302,8.47,45.95,3.2,3.09,12.6,3.1,97.5,11.14,13
10/31/15 23:15,9.44,303,8.48,43.66,3.2,3.09,12.6,3.1,97.6,11.15,13
10/31/15 23:00,9.42,302,8.49,34.12,2.9,2.83,11.1,2.8,97.8,11.19,13
10/31/15 22:45,9.41,302,8.52,37.11,3,2.88,12.2,3,99,11.32,13
10/31/15 22:30,9.43,301,8.48,35.66,3,2.85,14,3.5,97.9,11.2,13
10/31/15 22:15,9.44,304,8.48,25.81,2.9,2.78,12.9,3.2,97.5,11.15,13
10/31/15 22:00,9.44,302,8.53,25.14,2.9,2.78,10.7,2.7,99,11.32,13.1
10/31/15 21:45,9.45,303,8.51,23.68,2.8,2.75,10.5,2.6,98.8,11.29,13.1
10/31/15 21:30,9.47,302,8.53,23.01,2.8,2.74,10.6,2.6,99,11.31,13.1
10/31/15 21:15,9.5,302,8.52,24.21,2.8,2.68,9.8,2.4,98.7,11.27,13.1
10/31/15 21:00,9.43,302,8.58,17.05,2.6,2.52,9.9,2.5,101.3,11.58,13.1
10/31/15 20:45,9.56,300,8.54,16.16,2.6,2.48,8.3,2.1,99.5,11.34,13.1
10/31/15 20:30,9.59,300,8.58,15.26,2.7,2.63,10.5,2.6,100.4,11.44,13.1
10/31/15 20:15,9.61,302,8.61,16.89,2.7,2.59,9.4,2.3,100.7,11.47,13.1
10/31/15 20:00,9.66,303,8.62,16.75,2.8,2.73,11.1,2.8,101.1,11.5,13.2
10/31/15 19:45,9.73,303,8.62,16.2,3.1,2.95,10.7,2.7,101.1,11.47,13.2
10/31/15 19:30,9.77,304,8.63,16.01,2.8,2.72,10.3,2.6,100.4,11.39,13.2
10/31/15 19:15,9.79,304,8.64,15.94,2.9,2.76,9.8,2.4,101.3,11.49,13.2
10/31/15 19:00,9.83,306,8.64,16.5,3,2.86,8.4,2.1,101,11.44,13.2
10/31/15 18:45,9.86,303,8.63,15.64,3,2.88,8.8,2.2,101.3,11.47,13.2
10/31/15 18:30,9.84,304,8.62,19.01,2.9,2.84,10.2,2.5,101.9,11.53,13.2
10/31/15 18:15,9.88,304,8.63,19.06,3,2.86,9.4,2.3,101.9,11.52,13.2
10/31/15 18:00,9.84,303,8.65,20.84,3.1,2.95,9.7,2.4,103.4,11.71,13.3
10/31/15 17:45,9.9,304,8.63,19.47,2.9,2.82,7.2,1.8,102.1,11.54,13.3
10/31/15 17:30,9.91,304,8.65,20.02,3,2.93,10.8,2.7,103.4,11.69,13.3
10/31/15 17:15,9.93,302,8.66,20.15,3,2.91,9.2,2.3,104.1,11.76,13.4
10/31/15 17:00,9.94,304,8.66,22.03,3.1,3,9,2.2,104,11.75,13.4
10/31/15 16:45,9.93,303,8.66,22.16,3,2.94,9.1,2.3,104.1,11.76,13.5
10/31/15 16:30,9.91,303,8.64,24.01,3.1,3.02,9.9,2.5,103.5,11.7,13.6
10/31/15 16:15,9.89,303,8.63,24.87,3.1,2.95,9.8,2.4,103.1,11.65,13.6
10/31/15 16:00,9.85,302,8.62,26.42,3.1,3.02,11.5,2.9,102.5,11.6,13.6
10/31/15 15:45,9.85,302,8.63,28.4,3.3,3.14,11.9,2.9,103.5,11.72,13.6
10/31/15 15:30,9.82,303,8.61,26.36,3.1,2.95,8.3,2.1,102.2,11.58,13.7
10/31/15 15:15,9.78,301,8.58,28.79,3.1,2.97,8.6,2.1,101.5,11.51,13.7
10/31/15 15:00,9.75,302,8.58,33.73,3.3,3.16,11.4,2.8,101,11.46,13.8
10/31/15 14:45,9.75,302,8.57,27.94,3,2.93,9.9,2.5,101.2,11.48,13.6
10/31/15 14:30,9.72,300,8.59,25.88,3.1,2.95,10.1,2.5,101.5,11.52,13.6
10/31/15 14:15,9.66,302,8.59,25.5,2.8,2.75,9,2.2,101.2,11.5,13.8
10/31/15 14:00,9.63,302,8.6,27.89,3.1,3.01,10.4,2.6,101.5,11.55,13.7
10/31/15 13:45,9.59,301,8.6,27.55,2.9,2.83,8.5,2.1,101.2,11.53,13.7
10/31/15 13:30,9.53,301,8.57,24.49,2.9,2.77,7.8,1.9,100.2,11.43,13.8
10/31/15 13:15,9.47,300,8.56,24.87,2.9,2.84,8.7,2.2,100,11.42,13.8
10/31/15 13:00,9.43,299,8.56,26.56,2.9,2.78,8.4,2.1,99.9,11.42,13.6
10/31/15 12:45,9.36,298,8.54,24.73,3.1,2.96,9.9,2.5,99.3,11.37,13.6
10/31/15 12:30,9.29,297,8.53,29.39,3.1,3.01,11,2.7,99.2,11.38,13.5
10/31/15 12:15,9.2,295,8.52,30.55,3,2.87,9.3,2.3,98.6,11.33,13.6
10/31/15 12:00,9.14,294,8.5,26.92,3.1,3.03,11.9,3,97.9,11.28,13.5
10/31/15 11:45,9.09,296,8.49,23.31,2.8,2.69,9.7,2.4,96.8,11.16,13.5
10/31/15 11:30,9.12,297,8.48,27.56,3,2.91,11.1,2.7,96.1,11.07,13.5
10/31/15 11:15,8.93,294,8.5,23.14,2.8,2.73,8.6,2.1,96.8,11.2,13.5
10/31/15 11:00,8.96,295,8.48,26.63,3.1,3.03,11.6,2.9,96.3,11.13,13.4
10/31/15 10:45,9.08,298,8.45,30.1,3.4,3.27,11,2.7,95.7,11.04,13.3
10/31/15 10:30,9.15,300,8.44,18.59,3,2.85,8,2,94.9,10.92,13.2
10/31/15 10:15,9.21,302,8.42,18.37,3,2.94,10.3,2.6,93.7,10.77,13.1
10/31/15 10:00,9.22,302,8.39,20.23,3.1,3.02,10.1,2.5,91.7,10.53,13.1
10/31/15 9:45,9.25,303,8.41,17.69,3,2.91,8.9,2.2,92,10.56,13.1
10/31/15 9:30,9.25,303,8.44,16.2,3,2.91,14.5,3.6,92.8,10.65,13
10/31/15 9:15,9.18,301,8.41,17.55,3.1,3.03,9.2,2.3,91.9,10.56,12.9
10/31/15 9:00,9.2,302,8.4,19.33,3.2,3.09,9.4,2.3,90.7,10.42,12.9
10/31/15 8:45,9.19,302,8.39,17.47,3.3,3.21,10.7,2.7,90.4,10.39,12.8
10/31/15 8:30,9.19,302,8.4,17.15,3.4,3.24,9.3,2.3,90.7,10.43,12.8
10/31/15 8:15,9.19,301,8.42,18.25,3.2,3.12,8.7,2.2,92.1,10.59,12.8
10/31/15 8:00,9.21,301,8.38,18.18,3.2,3.05,9.7,2.4,90.6,10.41,12.9
10/31/15 7:45,9.21,300,8.39,18,2.9,2.85,7.1,1.8,91,10.46,12.8
10/31/15 7:30,9.22,300,8.41,17.79,3,2.87,12.4,3.1,91.6,10.52,12.9
10/31/15 7:15,9.24,300,8.43,17.72,3.1,2.95,11.5,2.9,92.4,10.61,12.9
10/31/15 7:00,9.25,301,8.41,17.35,3,2.9,9.7,2.4,91.3,10.48,12.9
10/31/15 6:45,9.26,300,8.43,17.7,3,2.92,8.9,2.2,92.2,10.59,12.9
10/31/15 6:30,9.26,301,8.46,19.64,3.1,2.98,7.2,1.8,93.6,10.74,12.9
10/31/15 6:15,9.25,301,8.47,18.74,3,2.92,8.4,2.1,93.8,10.77,12.9
10/31/15 6:00,9.22,303,8.45,14.9,3,2.92,6.6,1.7,92.7,10.65,12.9
10/31/15 5:45,9.25,301,8.47,15.88,3,2.91,10.5,2.6,93,10.68,12.9
10/31/15 5:30,9.27,302,8.48,17.34,3.3,3.21,8.8,2.2,93.6,10.74,12.9
10/31/15 5:15,9.24,303,8.45,14.74,3.7,3.52,9.5,2.4,92.1,10.58,12.9
10/31/15 5:00,9.25,302,8.44,12.73,3.3,3.21,10,2.5,91.5,10.5,13
10/31/15 4:45,9.27,301,8.45,13.28,3.3,3.16,8,2,92.1,10.57,12.9
10/31/15 4:30,9.27,300,8.47,14.45,3.5,3.36,11.5,2.8,93.7,10.75,12.9
10/31/15 4:15,9.31,300,8.46,14.92,3.1,3.01,8.6,2.1,93.3,10.7,12.9
10/31/15 4:00,9.33,301,8.46,14.72,3.1,2.95,7.7,1.9,93.4,10.7,13
10/31/15 3:45,9.34,299,8.48,14.64,3.2,3.09,9.5,2.4,94.2,10.79,12.9
10/31/15 3:30,9.38,299,8.49,15.36,3.1,2.96,9.1,2.3,94.9,10.87,12.9
10/31/15 3:15,9.41,298,8.48,14.84,3,2.93,7.9,2,94.3,10.78,13
10/31/15 3:00,9.43,298,8.47,14.66,2.8,2.74,7.2,1.8,94.2,10.77,13
10/31/15 2:45,9.43,299,8.49,14.8,3,2.88,8.7,2.2,94.7,10.83,13
10/31/15 2:30,9.42,298,8.5,15.07,3,2.93,9.2,2.3,95.5,10.92,13
10/31/15 2:15,9.42,298,8.49,14.74,2.9,2.8,11.2,2.8,95.1,10.88,13
10/31/15 2:00,9.46,298,8.49,15.37,3.2,3.05,7.6,1.9,94.7,10.82,13
10/31/15 1:45,9.46,298,8.45,14.8,2.8,2.7,6.9,1.7,93,10.63,13
10/31/15 1:30,9.48,297,8.48,15.43,2.9,2.78,8.2,2,94.8,10.83,13
10/31/15 1:15,9.48,297,8.48,15.32,2.9,2.8,7.7,1.9,95.1,10.86,13
10/31/15 1:00,9.5,297,8.49,15.23,3.1,2.96,7.9,2,95.8,10.93,13.1
10/31/15 0:45,9.55,297,8.51,16.23,3,2.86,8.8,2.2,96.5,11,13
10/31/15 0:30,9.57,297,8.47,15.66,2.8,2.72,9.8,2.4,94.7,10.79,13
10/31/15 0:15,9.58,296,8.5,15.65,2.9,2.78,12.6,3.1,96.2,10.96,13
10/31/15 0:00,9.62,296,8.49,15.69,2.8,2.72,8,2,95.5,10.86,13.1
10/30/15 23:45,9.67,296,8.51,15.23,2.9,2.78,12.3,3.1,96.3,10.95,13
10/30/15 23:30,9.69,297,8.52,15.97,3,2.93,7.9,2,96.9,11.01,13
10/30/15 23:15,9.7,298,8.52,14.16,3.3,3.15,8.3,2.1,96.3,10.94,13.1
10/30/15 23:00,9.72,297,8.53,16.52,3.6,3.44,8.2,2.1,96.5,10.96,13.1
10/30/15 22:45,9.75,296,8.5,14.74,3.3,3.16,10.9,2.7,95.8,10.86,13.1
10/30/15 22:30,9.75,295,8.53,16.39,3.3,3.17,9.5,2.4,97,11.01,13.1
10/30/15 22:15,9.78,294,8.53,15.71,3.1,3.03,9.1,2.3,97.8,11.08,13.1
10/30/15 22:00,9.8,294,8.55,16,3.2,3.05,9.1,2.3,98.7,11.18,13.1
10/30/15 21:45,9.87,292,8.54,17.11,3,2.86,8.8,2.2,98.9,11.19,13.1
10/30/15 21:30,9.91,292,8.54,18.3,2.9,2.83,9.1,2.3,98.9,11.18,13.1
10/30/15 21:15,9.89,293,8.58,17.1,3.1,2.96,10.1,2.5,100.3,11.34,13.2
10/30/15 21:00,9.9,293,8.56,16.08,2.9,2.82,15.8,3.9,99.4,11.24,13.2
10/30/15 20:45,9.91,294,8.58,16.82,3.1,2.96,27.4,6.8,100.7,11.38,13.2
10/30/15 20:30,9.93,296,8.61,16.64,3.3,3.18,7.8,1.9,102.3,11.55,13.2
10/30/15 20:15,9.93,297,8.59,17.32,3.1,2.98,11.8,2.9,101,11.41,13.2
10/30/15 20:00,9.94,300,8.6,15.06,3.1,2.99,9.2,2.3,101.3,11.45,13.3
10/30/15 19:45,9.95,301,8.6,16.93,3.3,3.17,11.5,2.9,101.5,11.46,13.2
10/30/15 19:30,9.95,300,8.61,16.42,3.2,3.12,8.8,2.2,102.3,11.55,13.3
10/30/15 19:15,9.94,302,8.63,16.53,3.3,3.2,10.7,2.6,102.8,11.61,13.3
10/30/15 19:00,9.97,301,8.6,19.5,3.2,3.13,12.4,3.1,101.8,11.49,13.3
10/30/15 18:45,9.96,300,8.63,15.32,3.1,2.99,13.3,3.3,103.4,11.68,13.3
10/30/15 18:30,9.99,298,8.65,21.67,3.6,3.46,12.6,3.1,104.6,11.79,13.3
10/30/15 18:15,10.02,299,8.61,18.23,3.2,3.09,8.3,2.1,102.5,11.56,13.4
10/30/15 18:00,10.04,297,8.62,19.75,3.1,3.01,9.1,2.3,103.1,11.62,13.4
10/30/15 17:45,10.06,297,8.65,19.02,3.3,3.23,13.7,3.4,105,11.82,13.4
10/30/15 17:30,10.05,297,8.67,20.25,3.2,3.05,10.8,2.7,105.8,11.92,13.4
10/30/15 17:15,10.1,299,8.64,18.02,3,2.9,11,2.7,104.5,11.76,13.5
10/30/15 17:00,10.13,302,8.63,19.94,3,2.93,10.1,2.5,104.4,11.74,13.6
10/30/15 16:45,10.11,301,8.62,20.48,2.9,2.83,9.3,2.3,103.3,11.62,13.6
10/30/15 16:30,10.09,304,8.6,20.35,2.6,2.56,8.8,2.2,102.2,11.51,13.8
10/30/15 16:15,10.09,305,8.61,21.21,2.9,2.8,11.4,2.8,103,11.59,13.8
10/30/15 16:00,10.06,305,8.6,20.46,2.7,2.59,9.5,2.4,102.2,11.51,13.7
10/30/15 15:45,10.04,303,8.56,23.72,3.1,3.01,10.1,2.5,100.7,11.34,14
10/30/15 15:30,10.04,304,8.59,21.14,2.8,2.73,9.1,2.3,101.6,11.44,13.8
10/30/15 15:15,10.04,304,8.59,22.26,2.6,2.55,10.9,2.7,102.1,11.5,13.8
10/30/15 15:00,10.04,305,8.57,19.47,3.1,3,9.2,2.3,101.2,11.4,13.8
10/30/15 14:45,9.99,303,8.56,22.23,2.9,2.81,9,2.2,100.4,11.32,13.8
10/30/15 14:30,9.98,302,8.55,20.43,2.6,2.55,8.2,2,100.3,11.32,13.8
10/30/15 14:15,9.91,300,8.54,20.1,2.7,2.63,9.8,2.4,99.6,11.25,13.8
10/30/15 14:00,9.87,301,8.55,21.89,3,2.9,9.1,2.3,100,11.32,13.8
10/30/15 13:45,9.82,298,8.52,18.87,2.5,2.4,8.9,2.2,98.9,11.2,13.7
10/30/15 13:30,9.77,297,8.51,19.89,2.7,2.65,9.6,2.4,98.4,11.16,13.7
10/30/15 13:15,9.76,296,8.5,21.5,2.8,2.69,10.6,2.6,98.2,11.14,13.6
10/30/15 13:00,9.74,297,8.5,21.57,2.8,2.7,9.5,2.4,98.2,11.14,13.6
10/30/15 12:45,9.72,297,8.49,19.18,2.8,2.7,10.9,2.7,97.6,11.08,13.6
10/30/15 12:30,9.7,298,8.46,23.23,3.2,3.07,11.1,2.8,96,10.9,13.6
10/30/15 12:15,9.69,299,8.48,21.98,2.9,2.79,17.8,4.4,96.8,11,13.7
10/30/15 12:00,9.68,297,8.48,21.87,2.9,2.77,9.4,2.3,97,11.03,13.6
10/30/15 11:45,9.58,295,8.45,22.9,3,2.85,9.9,2.5,95.4,10.87,13.6
10/30/15 11:30,9.53,296,8.43,22.22,3.1,2.97,10.1,2.5,94.6,10.79,13.5
10/30/15 11:15,9.5,294,8.41,22.34,2.8,2.74,8.9,2.2,94.1,10.74,13.4
10/30/15 11:00,9.48,292,8.41,23.2,3,2.91,19.9,4.9,93.9,10.72,13.4
10/30/15 10:45,9.41,292,8.36,26.47,3.2,3.08,9.5,2.4,92,10.52,13.3
10/30/15 10:30,9.37,293,8.31,28.83,3.4,3.28,11.1,2.7,90.5,10.36,13.2
10/30/15 10:15,9.38,290,8.31,28.07,3.3,3.23,15.6,3.9,90,10.3,13.2
10/30/15 10:00,9.36,290,8.3,28.59,3.5,3.33,16.3,4,89.9,10.29,13.2
10/30/15 9:45,9.34,288,8.31,47.57,3.4,3.31,11.6,2.9,90.3,10.35,13.2
10/30/15 9:30,9.36,289,8.28,30.32,3.6,3.45,13.4,3.3,89.2,10.21,13.1
10/30/15 9:15,9.39,288,8.31,31.66,3.5,3.41,11.9,3,89.7,10.26,13.1
10/30/15 9:00,9.34,289,8.28,23.08,3.3,3.15,9.9,2.5,89.2,10.22,13.1
10/30/15 8:45,9.31,288,8.26,21.93,3.3,3.17,12.3,3,88.3,10.13,13.1
10/30/15 8:30,9.32,287,8.29,23.13,3.3,3.16,9.4,2.3,89.3,10.24,13.1
10/30/15 8:15,9.32,288,8.26,25.01,3.2,3.06,11.1,2.7,88.2,10.11,13.1
10/30/15 8:00,9.31,287,8.27,23.11,3.1,2.98,9.5,2.4,88.8,10.18,13.1
10/30/15 7:45,9.33,287,8.29,22.18,3.1,3,11.6,2.9,89.7,10.27,13.1
10/30/15 7:30,9.34,287,8.31,20.73,3.1,3.01,9.8,2.4,90.2,10.34,13.1
10/30/15 7:15,9.31,287,8.3,22.79,3.1,2.96,18.7,4.6,89.8,10.3,13.1
10/30/15 7:00,9.34,286,8.31,23.38,3.1,2.96,13.9,3.5,90.2,10.34,13.1
10/30/15 6:45,9.32,285,8.3,22.19,3,2.89,11.6,2.9,89.8,10.29,13.1
10/30/15 6:30,9.31,286,8.3,22.77,3,2.92,11.4,2.8,90.2,10.34,13.1
10/30/15 6:15,9.26,285,8.28,25.32,3,2.91,13,3.2,89.5,10.27,13.1
10/30/15 6:00,9.26,285,8.29,21.56,3,2.92,13.6,3.4,89.7,10.3,13.2
10/30/15 5:45,9.26,284,8.31,22.66,3.1,2.98,12.3,3,90.6,10.4,13.1
10/30/15 5:30,9.3,283,8.29,22.11,3,2.92,9.9,2.5,89.5,10.26,13.1
10/30/15 5:15,9.35,283,8.31,22.24,3.1,3.04,12.9,3.2,90.7,10.39,13.1
10/30/15 5:00,9.35,283,8.29,23.25,3.1,2.95,10.8,2.7,90,10.31,13.2
10/30/15 4:45,9.33,282,8.28,23.6,3,2.93,12.5,3.1,89.5,10.26,13.2
10/30/15 4:30,9.35,281,8.31,23.5,3.1,2.96,12,3,90.9,10.41,13.2
10/30/15 4:15,9.29,280,8.28,23,3,2.86,16.9,4.2,89.3,10.24,13.2
10/30/15 4:00,9.34,278,8.3,24.54,3,2.88,18,4.5,90.3,10.35,13.2
10/30/15 3:45,9.34,279,8.31,25.17,3,2.91,12.9,3.2,90.7,10.39,13.2
10/30/15 3:30,9.29,279,8.29,24.63,3,2.87,19,4.7,89.8,10.31,13.2
10/30/15 3:15,9.28,278,8.29,22.66,2.9,2.76,10.4,2.6,89.6,10.28,13.2
10/30/15 3:00,9.29,279,8.31,23.13,2.8,2.74,11.3,2.8,90.3,10.36,13.2
10/30/15 2:45,9.26,273,8.32,23.95,2.9,2.82,10.8,2.7,90.6,10.4,13.2
10/30/15 2:30,9.3,252,8.3,23.9,2.9,2.77,6.3,1.6,89.8,10.3,13.2
10/30/15 2:15,9.28,186,8.29,23.6,3.1,2.96,13.1,3.3,89.6,10.28,13.2
10/30/15 2:00,9.28,180,8.3,197.71,3.4,3.27,4.1,1,90.4,10.37,13.3
10/30/15 1:45,9.12,165,8.29,167.5,3.1,3,1,0.3,91.1,10.5,13.2
10/30/15 1:30,7.38,152,8.26,9.23,1.7,1.67,0.7,0.2,99.3,11.94,13.2
10/30/15 1:15,6.82,139,8.46,3.76,1.8,1.76,0.6,0.2,100.1,12.2,13.2
10/30/15 1:00,6.78,138,8.44,3.47,1.7,1.68,0.7,0.2,100,12.2,13.3
10/30/15 0:45,6.66,138,8.43,3.24,1.8,1.76,0.6,0.2,100.1,12.25,13.2
10/30/15 0:30,6.67,137,8.43,3.19,1.7,1.68,0.6,0.2,100.1,12.24,13.2
10/30/15 0:15,6.64,136,8.42,3.32,1.8,1.78,0.7,0.2,100.1,12.26,13.3
10/30/15 0:00,6.59,135,8.43,3.02,1.8,1.75,0.6,0.2,100,12.26,13.3
10/29/15 23:45,6.65,134,8.42,2.94,1.8,1.73,0.6,0.2,99.9,12.23,13.3
10/29/15 23:30,6.56,133,8.4,2.9,1.8,1.75,0.6,0.2,99.8,12.25,13.3
10/29/15 23:15,6.59,132,8.44,2.99,1.8,1.74,0.7,0.2,99.9,12.25,13.3
10/29/15 23:00,6.73,131,8.47,2.96,1.8,1.72,0.6,0.2,99.8,12.19,13.3
10/29/15 22:45,6.77,130,8.56,3.04,1.8,1.75,0.6,0.2,100,12.21,13.3
10/29/15 22:30,6.8,129,8.67,3,1.8,1.74,0.6,0.2,103.2,12.58,13.3
10/29/15 22:15,6.85,129,7.53,10.98,3.2,3.09,1.7,0.4,100.5,12.25,13.3
10/29/15 22:00,6.83,129,7.55,12.35,3.2,3.1,1.7,0.4,100.3,12.22,13.3
10/29/15 21:45,6.67,131,7.47,12.33,3.3,3.21,1.8,0.5,100.6,12.31,13.3
10/29/15 21:30,6.61,132,7.49,13.07,3.4,3.3,1.8,0.5,102.1,12.51,13.3
10/29/15 21:15,6.49,133,7.68,11.72,3.3,3.16,1.8,0.5,102.7,12.63,13.3
10/29/15 21:00,6.49,133,7.62,11.3,3.4,3.25,1.9,0.5,103.3,12.7,13.4
10/29/15 20:45,6.42,134,7.62,7.77,3,2.93,1.4,0.4,103.4,12.73,13.3
10/29/15 20:30,6.35,134,7.92,5.26,1.8,1.73,1,0.3,103.2,12.73,13.3
10/29/15 20:15,6.37,134,8.18,3.98,1.7,1.67,0.7,0.2,103.2,12.72,13.3
10/29/15 20:00,6.22,136,7.95,4.95,1.7,1.63,0.7,0.2,103.5,12.81,13.4
10/29/15 19:45,6.22,136,7.9,5.07,1.8,1.74,0.8,0.2,103.4,12.79,13.4
10/29/15 19:30,6.18,137,7.91,3.84,1.8,1.72,0.7,0.2,103,12.76,13.4
10/29/15 19:15,6.14,137,8.37,3.77,1.8,1.72,0.7,0.2,103,12.77,13.4
10/29/15 19:00,6.13,137,8.39,3.72,1.8,1.73,0.7,0.2,102.9,12.77,13.4
10/29/15 18:45,6.24,138,8.52,3.56,1.8,1.72,0.7,0.2,102.9,12.73,13.4
10/29/15 18:30,6.23,138,8.5,3.46,1.8,1.76,0.7,0.2,102.9,12.73,13.4
10/29/15 18:15,6.24,139,8.5,3.5,1.8,1.78,0.7,0.2,102.9,12.72,13.4
10/29/15 18:00,6.1,140,8.42,3.49,1.8,1.79,0.7,0.2,102.6,12.73,13.4
10/29/15 17:45,6.15,140,8.41,3.39,1.8,1.72,0.7,0.2,100.8,12.49,13.4
10/29/15 17:30,6.14,140,8.38,3.26,1.7,1.63,0.7,0.2,100.1,12.41,13.4
10/29/15 17:15,6.28,140,8.44,3,1.7,1.68,0.6,0.2,99.7,12.32,13.5
10/29/15 17:00,6.24,141,8.56,2.93,1.8,1.71,0.8,0.2,99.5,12.31,13.5
10/29/15 16:45,6.97,123,8.08,7.63,2.7,2.57,1.6,0.4,101.6,12.34,13.5
10/29/15 16:30,7.27,122,7.35,24.38,3.5,3.41,1.7,0.4,100.2,12.08,13.6
10/29/15 16:15,7.45,123,7.14,10.03,3.6,3.44,1.8,0.5,100.2,12.03,13.7
10/29/15 16:00,7.71,124,7.14,10.21,3.6,3.45,1.9,0.5,100.3,11.96,13.9
10/29/15 15:45,7.83,126,7.08,10.22,3.5,3.42,1.9,0.5,100.3,11.92,14.3
10/29/15 15:30,7.88,130,7,10.2,3.5,3.42,1.7,0.4,100.4,11.92,14.5
10/29/15 15:15,8.06,132,6.99,10.15,3.5,3.35,2,0.5,100.3,11.86,14.6
10/29/15 15:00,8.15,134,7.01,10.16,3.5,3.38,1.8,0.5,100.3,11.83,14.5
10/29/15 14:45,7.96,136,6.95,10.16,3.5,3.41,1.9,0.5,100.4,11.9,14.5
10/29/15 14:30,7.91,139,7,10.13,3.5,3.4,2,0.5,100.6,11.94,14.6
10/29/15 14:15,7.7,142,7.03,10.07,3.5,3.36,2,0.5,100.6,11.99,14.1
10/29/15 14:00,7.75,144,6.96,10.04,3.5,3.35,1.8,0.5,100.8,12.01,14.1
10/29/15 13:45,7.81,148,7.07,9.96,3.5,3.33,1.9,0.5,100.9,12,14.3
10/29/15 13:30,8.11,150,6.96,9.82,3.4,3.32,1.8,0.5,101.1,11.94,14.5
10/29/15 13:15,7.83,150,6.89,9.62,3.5,3.33,1.9,0.5,101.4,12.05,14.5
10/29/15 13:00,7.39,149,6.92,9.36,3.5,3.36,1.7,0.4,101.6,12.21,14.5
10/29/15 12:45,7.16,152,6.94,9.07,3.5,3.38,1.8,0.5,101.5,12.27,14.6
10/29/15 12:30,6.76,155,7.01,8.91,3.5,3.39,1.8,0.5,101.6,12.4,14.4
10/29/15 12:15,6.2,160,6.98,8.91,3.5,3.42,1.9,0.5,102,12.63,14.4
10/29/15 12:00,6.3,161,7.11,8.93,3.6,3.43,1.8,0.5,101.9,12.59,14.6
10/29/15 11:45,6.09,163,7.21,8.99,3.6,3.44,1.8,0.5,101.9,12.65,14.4
